nct_id,brief_title,description,brief_title_concepts_list,brief_summary_concepts_list,tot_subj_affected,tot_subj_risk,relevance,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,brief_title_matched_count,brief_summary_matched_count
NCT00375258,Clinical Randomisation of an Antifibrinolytic in Significant Haemorrhage,"CRASH 2 is a large pragmatic randomised placebo controlled trial of the effects of the early      administration of the antifibrinolytic agent tranexamic acid on death, vascular events and      transfusion requirements. Adults with trauma who are within 8 hours of injury and have either      significant haemorrhage, or who are considered to be at risk of significant haemorrhage, are      eligible if the responsible doctor is for any reason substantially uncertain whether or not      to use an antifibrinolytic agent. Numbered drug or placebo packs will be available in each      participating emergency department. Randomisation will involve calling a 24-hour freecall      randomisation service. The call should last only a minute or two and at the end of it the      randomisation service will specify which numbered treatment pack to use. For hospitals where      telephone randomisation is not feasible, randomisation will be by taking the next      consecutively numbered treatment pack. No extra tests are required but a short form must be      completed one month later or on discharge or on death (whichever occurs first).",C3272565;C0003304;C0019080,C0003304;C0003304;C0040613;C1533734;C0005841;C0019080;C0019080;C1273518;C0087130;C1546399;C0087111;C0087111;C0012621;C0005847;C3245501;C0032042;C0032042;C3263723;C3263723;C0011065;C1968515;C0392366;C1561542;C0011065;C0013227;C1968515;C1968515;C1518681;C2911690;C1515258;C0018792;C1101725;C4284141;C0034770,0,0,1,467,58.375,0.008996389,0.008191908,0,0
NCT00968045,Fibrinogen and Bleeding After Cardiac Surgery,"The study hypothesis is that prophylactic fibrinogen infusion reduces postoperative bleeding      and transfusion requirements after coronary artery bypass surgery (CABG) in patients with      endogenous fibrinogen levels in the lower normal range. 60 patients will be included in a      prospective, randomized double-blind placebo-controlled single center study.",C0018821;C0016006;C0019080,C0010055;C0032788;C0337428;C0005841;C0016006;C0574032;C0032042;C1553386;C0087136;C0947630;C0456909;C0947630;C0009653;C2911690;C2702329;C4284141,0,0,0,3,3,0.009374265,0.008100932,0,0
NCT01415583,Evaluating Perioperative Dexamethasone and the Risk of Bleeding in Tonsillectomy,"Tonsillectomy (removal of the tonsils) is a very common surgery in children. Bleeding after      tonsillectomy is one of the risks of this surgery and can be more dangerous in children since      they have less blood volume than adults. In order to improve recovery after tonsillectomy,      steroids (medication that is a strong anti-inflammatory) are often given during the surgery.      Recently, a study showed steroids given at the time of tonsillectomy increase the risk of      bleeding significantly over children who did not receive steroids. This finding has raised      concerns in the Ear, Nose, and Throat (ENT) community since most ENT's use steroids during      tonsillectomy in children. The investigators look to explore this question further.      To answer the question of whether perioperative steroid administration significantly affects      the rate of post-tonsillectomy bleeding, the investigators propose to test the following      hypotheses in a prospective, randomized, blinded placebo-controlled trial: dexamethasone does      not cause an increase in post-operative bleeding rate in tonsillectomy.",C0011777;C0040423;C0019080,C1533734;C0040423;C0040423;C0040423;C0040423;C0040423;C0040423;C0011777;C0040423;C0005850;C0013227;C0019080;C0038317;C0038317;C0019080;C0038317;C0038317;C0019080;C0019080;C0015252;C0040421;C0543467;C0543467;C0543467;C0037088;C0038317;C0032042;C3245511;C0031354;C3244317;C0947630;C3244317;C0028429;C0392366;C0013443;C0508431;C0003209;C2004454;C0184511;C0180799;C0001721;C2911690;C1522411;C0018792;C1522634;C0030201,0,942,0,5,5,0.008922352,0.008087132,0,0
NCT02132208,Evaluation of the TICCS Capacity to Identify Trauma Patients With Acute Coagulopathy and Massive Bleeding,"A prospective single-centre non-comparative non-interventional open study has been designed      to validate, in a target number of 100 trauma patients, the correlation between TICCS      evaluated on the site of injury and thromboelastography made on a whole blood sample taken at      the latest 30 min after patient's arrival in the resuscitation room.      The aim of this study was to evaluate the capacity to discriminate trauma patients suffering      from active bleeding and arly acute coagulopathy of trauma and needing Damage control      resuscitation from those without this aggravating combination with a new purely clinical      easy-to-measure pre-hospital score: the Trauma Induced Coagulopathy Clinical Score (TICCS).",C0005779;C0220825;C0019080;C0043251;C1547229;C1550655,C1277698;C0035273;C0035273;C0005779;C0005779;C0436331;C0683278;C0019080;C3272565;C0087136;C3263723;C3263723;C3263723;C3263723;C0043251;C0947630;C0947630;C4050231;C0332219;C1578513;C3539181;C0040017;C0184661;C3842955;C1320102;C0220825;C3534109;C0220825;C3272565,0,0,0,6,3,0.008470291,0.008085442,0,0
NCT00888940,Outcomes and Safety Trial Investigating Ecallantide's Effect on Reducing Surgical Blood Loss Volume in Subjects at High Risk of Bleeding Exposed to Cardio-pulmonary Bypass During Cardiac Surgery,A Phase 2 Randomized Double-Blind Active-Controlled Study in Subjects Exposed to      Cardio-pulmonary Bypass During Cardiac Surgery at High Risk of Bleeding,C0079027;C0018821;C1722685;C0332167;C0024109;C0019080;C1705102;C0741847,C0018821;C2911690;C0024109;C0332167;C0019080;C0718247;C0741847;C0456909;C0947630;C3897779,803,18094,1,5,5,0.007423276,0.008012856,0,0
NCT01589250,Risk Scoring Systems in Upper GI-haemorrhage,"Use of risk scoring systems in the assessment of patients presenting with upper      gastrointestinal haemorrhage is increasing. Comparative studies have intended to identify the      system of choice, but the majority of these are characterized by retrospective designs, small      sample sizes, low rate of severe bleeding, or low mortality. The main aim of this study was      to identify the optimal scoring system.",C0019080;C0203057,C0017181;C0031809;C1551357;C0019080;C0947630;C0205082;C0947630;C1550472;C1550472;C0441621;C3858576;C3858576;C0221106,0,0,0,16,16,0.012173229,0.007934341,0,0
NCT00307138,Hetastarch and Bleeding Complications After Off-Pump Coronary Bypass Surgery,"There has been continuing debate about whether use of hetastarch for volume replacement in      coronary artery bypass surgery [CABG] increases the risk of postoperative bleeding. A recent      meta-analysis of hetastarch use in on-pump CABG concluded that use of hetastarch in these      procedures is associated with increased risk, but the safety of hetastarch use in off-pump      procedures remains unresolved.      We designed a double-blinded randomized clinical trial to investigate this question. The      study was designed as an equivalence trial. Statistical power calculations were performed      taking this into consideration. Sealed assignments from a block randomization table developed      prior nto initiation of the trial were unsealed in the operating room. These were used to      assign patients scheduled for off-pump CABG to receive either 1 L of hetastarch or 1 L of      albumin as part of intraoperative volume replacement. Albumin was used for all subsequent      intraoperative and postoperative fluid replacement.      The rate of postoperative bleeding was assessed prospectively by monitoring hourly chest tube      drainage and number of units of blood products transfused postoperatively in the Intensive      Care Unit. Risk was assessed by a Data Safety Monitoring Committee (DSMC) established for      this trial. The SAMC was scheduled per protocol to meet after the first 15 subjects (both      groups combined) had 1000cc or more of chest tube drainage in the first 12 hours      postoperative, and then subsequently either after 15 additional bleeds of this volume or      following a schedule set at the discretion of the DSMC.      The trial was continued until 156 patients had been recruited. At that time, 78 participants      each had been assigned to the hetastarch and albumin groups. DSMC review at that time      determined that use of hetastarch is associated with a risk of postoperative bleeding which      is greater than the risk associated with use of albumin and the DSMC accordingly halted the      trial.",C1536078;C0009566;C0020352;C0019080;C0182537;C0018787,C0010055;C0206034;C0032788;C0032788;C0032788;C0521302;C0456388;C0282458;C0518609;C0184114;C0035139;C0035139;C0020352;C0020352;C0020352;C0020352;C0589507;C0020352;C0150369;C0008034;C0150369;C0020352;C0020352;C0012621;C0442711;C0086960;C1552601;C0201838;C1552839;C0019080;C1552839;C0282443;C0947630;C0028778;C1706074;C0817096;C0182537;C0182537;C1273517;C0182537;C1273517;C1509845;C0036849;C0184661;C0184661;C0086960;C0086960;C4699158;C4082977;C1135564;C1135564;C2363670;C1328018;C0018792;C4331837;C0018792;C0018792;C0018792;C0018792;C1522634;C0600673;C1444662,0,0,0,8,8,0.006778086,0.00791083,0,0
NCT02270723,The Effect of Human Albumin on Coagulation Competence and Hemorrhage,"In a randomized clinical trial, the purpose is to investigate if perioperative coagulation      and hemorrhage is influenced by colloid or crystalloid.",C0304925;C0005790;C0019080,C0206034;C0441509;C0056562;C0019080,0,0,1,3,3,0.00899603,0.007893303,0,0
NCT01044082,Prevention of Post-partum Haemorrhage,"The primary purpose of the trial is to evaluate whether the management of placental delivery      with controlled cord traction (CCT) reduces the incidence of postpartum haemorrhage, compared      with management waiting for clinical signs of spontaneous placental separation, in women with      vaginal delivery receiving prophylactic oxytocin for the management of the third stage of      labour.      The hypothesis is that CCT, by reducing the length of the third stage of labour, facilitates      early postpartum uterine contraction and local haemostasis and decreases post partum blood      loss.",C0199176;C0019080,C0032797;C0000832;C0566690;C0441771;C0441771;C1140999;C0740166;C0376636;C0376636;C0376636;C0011209;C0040597;C0030095;C0042149;C0022864;C0022864;C0005767;C0009653;C2911690;C0442797;C0018792;C0220825;C3272565,0,0,1,9,9,0.012970395,0.007827761,0,0
NCT02996006,New Techniques to Reduce Intra-operative Bleeding During Complex Liver Resection,This observational study introduced an new advanced bleeding control strategy during complex      liver resection.This newly described "stepwise vascular control" technique was efficacious      and feasible to control intra-operative bleeding in complex hepatectomy involving second      hepatic hilum and retro-hepatic inferior vena cava.,C0728940;C0019080;C0023884;C0939261,C0042458;C0149533;C0019144;C0019144;C0679199;C0005847;C0019080;C0205054;C0205054;C0947630;C0929176;C1578513;C1964257;C0456642;C0939261;C0939261,0,0,0,0,0,0.008983522,0.007819334,0,0
NCT03784794,Patient Blood Management for Massive Obstetric Hemorrhage,"~     Obstetric Hemorrhage continues to be the first cause of maternal morbidity and mortality~     around the world especially in middle to low income countriesThe blood components are high~     value resources; however, its use has been shown to be a risk factor of known complications.~     The aim of the study is to compare two algorithms of coagulation management in massive~     obstetric hemorrhage Methods A randomized prospective trial single center two arms study in~     patients with severe obstetric hemorrhage (PPH > 1000) 2 different transfusion protocols one~     guided by thromboelastometry and hemostatic drugs (protrombine complex concentrate and~     fibrinogen concentrate) and the second guided by standard coagulation test and~     hemocomponents. Sample is calculated to known variance, Analyses are intention-to-treat~     without imputation, with outcomes will be performed between groups using mixed-effects two~     level regression models. For binary outcomes, a logistic model will be used and results~     presented as adjusted odds ratios (ORs) alongside 95% confidence intervals (CIs). Count data~     will be analysed using Poisson multilevel or negative binomial models.~      Primary Outcome Parameter:~      Compare between the two protocols:~      Number of allogeneic blood products transfused intra-op, within 24h after screening and~     in-hospital (RBC, Platelets and FFP; separate and overall)~      Secondary Outcome Parameter:~      Analysis of mortality, lenth of stay admission to the ICU, hysterectomy surgical~     reintervencion, Transfuse associated circulatory overload, Transfusion associated Acute lung~     injury, health associated infection will be measured as secondary outcome.~   ",C0019080;C0005767,C0020699;C0019080;C1331016;C0019080;C0019080;C0016006;C0684321;C1704726;C1710032;C3714514;C1858460;C0205160;C0025663;C0005767;C3687832;C2946261;C3161035;C0005767;C2948600;C0035648;C0002045;C2921022;C0723338;C0002688;C0009566;C0180950;C3161035;C2947996;C0150312;C0939261,0,0,-1,0,0,0.013026586,0.007781549,0,0
NCT01838863,Control of Major Bleeding After Trauma Study,"Bleeding is the most avoidable cause of death in trauma patients. Up to one-third of severely      injured trauma patients are found to be coagulopathic and forty percent of the mortality      following severe injury is due to uncontrollable hemorrhage in the setting of coagulopathy.      It has been established that early administration of fresh frozen plasma decreases mortality      following severe injury, replacing lost coagulation factors, improving the coagulopathy and      restoring blood volume. This study will determine if giving plasma to severely injured trauma      patients during ambulance transport versus after arrival to the hospital will help reduce      hemorrhage, thus decreasing both total blood product administration and mortality.",C0019080;C0043251;C0947630;C1564718,C0150150;C0016709;C0005789;C0809765;C0007465;C1533734;C0005779;C0005779;C0005850;C0019080;C0019080;C0442797;C0019080;C0205082;C0205082;C0542559;C3263723;C3263723;C0205082;C3263723;C0205082;C3263723;C0032105;C3263723;C0947630;C1552861;C0005779;C0442797;C4082977,195,2304,1,10,3.333333333,0.008461594,0.007745784,0,0
NCT01095185,Efficacy of Statin Association With Standard Treatment in Prevention of Recurrent Hemorrhage in Patient With Cirrhosis and Variceal Bleeding,"This is a prospective, double blind controlled trial in which patients with esophagic      variceal bleeding treated with standard therapy (endoscopic variceal ligation(EVL) +      B-blockers), will be randomized to receive statins or placebo. They will be followed up      during 12 months to determinate whether statins are effective in prevention of variceal      bleeding recurrence and evaluate patient survival.      Randomization will be stratified according to the degree of hepatic insufficiency, assessed      by the Child-Pugh classifications (A,B or C).",C4684780;C0004083;C0199176;C0019080;C0023890;C0019080;C1550655;C0360714,C1306571;C2936643;C0199176;C1458156;C4050412;C0019080;C0019080;C0032042;C0542560;C0456909;C4699604;C0360714;C0360714;C2911690;C0014245;C0018792;C0596463;C0220825;C0332155;C1553407,0,0,1,22,22,0.007723495,0.007714118,0,0
NCT00820781,Endoscopic Sclerotherapy and/or Ligation Versus Portacaval Shunt for Bleeding Gastric Varices,"In unselected cirrhotic patients with bleeding gastric varices to compare the influence on      mortality rate, duration of life, control of bleeding, quality of life, and economic costs of      treatment of: portacaval shunt, endoscopic variceal sclerotherapy and/or variceal ligation.",C0032716;C0017145;C0036435;C0014245;C0023690;C0019080,C0149533;C0235325;C0032716;C0518214;C0036435;C0087111;C0023690;C0042345;C0014245;C0332534,0,0,1,2,2,0.007281877,0.007683776,0,0
NCT03856164,Tranexamic Acid for Prevention of Hemorrhage in Cesarean Delivery,~     The investigators prepared a novel study of tranexamic acid (TXA) designed to estimate the~     quantity of blood loss in women undergoing elective repeat cesarean deliveries. This is the~     first trial to utilize a prophylactic dose of TXA prior to incision followed by a subsequent~     prophylactic dose at placental delivery in obstetric patients undergoing scheduled cesareans.~     The purpose of this study is to quantify blood loss during uncomplicated repeat cesarean~     deliveries with and without TXA. The central hypothesis is that TXA administration reduces~     blood loss and fibrinolysis in women undergoing repeat cesarean sections.~   ,C0019080,C0016017;C3163616;C3163616;C3163616;C4082130;C0206101;C1330542;C3845829,0,0,-1,0,0,0.022695327,0.007615886,0,0
NCT01968135,Does Concomitant Use of Combined Oral Hormonal Steroids Stop Bleeding in Women Using Etonogestrel Implants (Implanon/Nexplanon®)?: A Randomized Controlled Study,"The specific aims are to determine if more women using Etonogestrel (ENG) contraceptive      implants who report a bleeding-spotting episode of at least seven days will stop bleeding      within 3 days of beginning a 14-day course of combined oral hormonal steroids, as compared to      women receiving 14 days of placebo.",C0047683;C2911690;C3159354;C0038317;C0019080;C0021102;C0673606;C0947630;C3897779;C4699193,C0009871;C0047683;C1552740;C0021102;C0019080;C0019080;C0038317;C0032042;C0684224;C0013853;C0025874;C4082977,0,64,1,0,0,0.007186054,0.007607369,0,0
NCT03479112,Determine the Most Effective Intervention for Hemorrhage Control Readiness for Laypersons: The PATTS Trial,"This is a randomized controlled study evaluating the ability of laypersons to correctly apply      a tourniquet using different instructional methods. There are four arms being evaluated:      flashcards, audio-kit with visual aids, formal in person Bleeding Control Basic (B-Con)      course, and a control arm. All participants will then undergo B-Con training at the end of      each session and then participants will be evaluated within a 3-6 month time period to      evaluate their retention of knowledge and skills taught by the B-Con course.",C0184661;C0019080;C1318963;C1564718,C0040519;C0035280;C0376554;C0019080;C0025663;C0025344;C0947630;C1561542;C0446516;C0446516;C0344218;C0442694;C0302828;C0282440;C0220825;C0220825;C1328018;C0596948;C0220825;C1564718;C0233697,0,0,1,0,0,0.007936897,0.007561695,0,0
NCT02466854,Bleeding Complications in a Multicenter Registry of Patients Discharged With Diagnosis of Acute Coronary Syndrome,"The BleeMACS (Bleeding complications in a Multicenter registry of patients discharged with      diagnosis of Acute Coronary Syndrome) registry is an international observational database of      bleeding outcomes for patients who are discharged with diagnosis of ACS and underwent      Percutaneous Coronary Intervention (PCI), including myocardial infarction or unstable angina.      BleeMACS registry enrolls a total of more than 15,000 patients, including data from 16      hospitals in 11 countries: North America (Canada), South America (Brazil) Europe (Germany,      Netherlands, Poland, Spain, Italy, Macedonia, Greece), and Asia (Japan and China).      The end-point of this study is to characterize patients at high risk of bleeding and to      develop a risk score to accurately predict the risk of major bleeding within the first year      after discharge from the hospital for an ACS.",C0948089;C0009566;C0030685;C0011900;C0019080;C0034975;C1550655,C1532338;C0586003;C0948089;C0027051;C0002965;C0009566;C0011900;C0011900;C0332167;C0019080;C0034975;C0034975;C0242356;C0019080;C0034975;C0019080;C0019080;C0947630;C3245479;C1561543;C0425358;C0012621;C0012621;C1964257;C3534109;C2363670;C0007952,0,0,0,4,1.333333333,0.007375901,0.007536978,0,0
NCT00370877,rhuFVIIa in Post-partum Hemorrhage,"The aim of this clinical research project is to evaluate the use of the recombinant human      activated factor VII (rhFVIIa), given as a salvage therapy, in women with a dramatic      postpartum hemorrhage still ongoing after all the currently available medical and surgical      treatments. We are going to compare its early use, before elective surgery or arterial      embolization, to its late use, after embolization or surgery, before salvage hysterectomy.",C0019080,C0032797;C0206058;C0085405;C0013931;C0013931;C0020699;C0015502;C0087111;C0543467;C0442967;C3244317;C0392939;C3272565;C0220825;C0543467;C0003842,0,0,1,4,4,0.022695327,0.00746344,0,0
NCT00978575,Iron Substitution After Upper Gastro-Intestinal Bleeding,The trial is a double-blind randomized trial designed to examine whether compliant iron      therapy (intravenous or oral) for 3 months after discharge increases hemoglobin levels more      and faster than no treatment - in patients with acute bleeding from upper gastrointestinal      tract. The trial will include 126 patients at Aarhus University Hospital. In addition to      efficacy assessment quality of life assessment and health economic calculations between the      treatments will be compared.,C0021853;C0019080;C0302583,C0281588;C0220825;C0019029;C0333276;C0087111;C0012621;C0087111;C0087111;C0456909;C1185740;C0302583;C2707256;C0000589;C1561542;C0018792;C0018792;C0018792,0,0,1,6,6,0.008995422,0.007436226,0,0
NCT00488462,Non-Pneumatic Anti-Shock Garment for Obstetrical Hemorrhage: Zambia and Zimbabwe,"This trial will address the question of whether early application of the Non-pneumatic      Anti-Shock Garment (NASG) at the Satellite Health Facility (SHF) level before transport to a      Referral Hospital (RH) will decrease maternal mortality and morbidity. The available evidence      indicates that the NASG substantially decreases blood loss, but there is no evidence that its      application will reduce extreme adverse outcomes. It is also not known if possible side      effects associated with NASG use might outweigh potential benefits. This study would      rigorously test the effectiveness of the NASG using an experimental design with adequate      power to detect statistically significant decreases in morbidity and mortality.",C0019080;C4699394;C0036974;C0587597,C4553491;C0185125;C0185125;C0019080;C3495449;C0220880;C0220880;C0034927;C1858460;C0332149;C1442065;C0442726;C0036974;C0947630;C0392366;C4034482;C0442797;C1518681;C1328956;C4699394;C0442797;C0442797;C0018792;C1522634,0,0,1,14,14,0.007535846,0.007391092,0,0
NCT00734227,TIPS Versus Portacaval Shunt for Acute Bleeding Varices in Cirrhosis,"In unselected cirrhotic patients with acute portal hypertension-related bleeding to compare      the effectiveness in control of bleeding, mortality rate, duration of life, quality of life,      and economic costs of two widely used treatment measures: (1) emergency transjugular      intrahepatic portal-systemic shunt (TIPS), and (2) emergency portacaval shunt.",C0032716;C0023890;C0019080;C0042345;C1547229,C0020541;C0149533;C0032716;C0518214;C4553491;C0087111;C1546399;C1546399;C0019080;C0205054;C0542331;C1273517;C0233492;C0332534,0,0,1,16,8,0.007384544,0.007389446,0,0
NCT01113229,Combined Use of Oxytocin and Misoprostol in the Prevention of Post Partum Haemorrhage,"To demonstrate that the combined used of oxytocin and misoprostol prevent from post partum      haemorrhage better than oxytocin alone, following vaginal birth at 36 to 42 weeks.",C0085174;C0199176;C0030095;C1955347;C0019080,C0085174;C0019080;C0030095;C0030095;C0042232;C0439044;C0005615;C1273517,0,0,1,1,1,0.007635834,0.007358981,0,0
NCT00226096,Intensive Blood Pressure Reduction in Acute Cerebral Haemorrhage,"The purpose of the study is to determine whether lowering high blood pressure levels after      the start of a stroke caused by bleeding in the brain (intracerebral haemorrhage) will reduce      the chances of a person dying or surviving with a long term disability. The study will be      undertaken in two phases: a vanguard phase in 400 patients, to plan for a main phase in 2000      patients.",C0005823;C1293152;C0228174;C1547229;C0019080,C2937358;C0020538;C0231170;C0019080;C0038454;C0947630;C1552850;C0006104;C0184532;C0947630;C1820370;C4082977,0,0,0,201,14.35714286,0.00747388,0.007276508,0,0
NCT01958684,Bleeding Pattern Difference Between Levonorgestrel Intrauterine System (LNG-IUS) and Copper Intrauterine Devices (IUDs) Immediately Inserted After Abortion,To observe the bleeding patterns of post-abortion immediate insertion of IUS compared to      Cu-IUD over the first 6 months.,C4293596;C0021901;C0019080;C0441587;C0156543,C1697779;C0441587;C0019080;C0156543;C1561542,0,0,0,0,0,0.00692786,0.007239237,0,0
NCT00448188,Bleeding Risk in CVCs,"Since many of the patients in an intensive care unit suffer from disorders of hemostasis,      bleeding is a main concern applying central venous catheters. Even if there are some data      indicating elevated international normalized ratio may not increase the risk of bleeding no      clear cut-off has been defined so far. An INR > 1.5 is generally considered to increase the      risk of bleeding. Furthermore, many authors consider platelets below 50 x 109 /l as a      contra-indication to CVC cannulation, since there are some data this may increase the risk of      bleeding. Therefore platelet transfusion before venous puncture is suggested. In our clinical      experience INR > 1.5 and platelets < 50 x 109 /l do not correlate with increased risk of      bleeding. The aim of this study is to demonstrate, that coagulopathy, defined by INR and      platelet count, is not decisive for bleeding.",C0019080,C0525032;C1145640;C0086818;C0340778;C0085559;C0032181;C0005779;C0917707;C0740166;C0237607;C0012634;C0019080;C0019080;C0019080;C0019080;C0019080;C0019080;C0683278;C0947630;C3245479;C3245479;C0000925;C4699158;C4684637;C4684637;C0032181;C0032181;C0856882;C0423908;C3272565;C1301624,0,0,0,10,10,0.022695327,0.007221103,0,0
NCT02318355,Proving Hemodilution in a Human Model for Class I Hemorrhage,This study is a randomized control trial in volunteer blood donors to quantify the effect of      blood loss and subsequent crystalloid infusion on hemoglobin and markers of resuscitation      such as base deficit and lactate.,C0019009;C0019080;C1319793;C3161035,C0035273;C1313951;C0347530;C0056562;C0019080;C0574032;C0376261;C1518681;C0947630;C0948093;C0005516;C0282440,0,0,0,2,2,0.007592268,0.007211478,0,0
NCT01465503,Novel Approaches in Preventing and Limiting Events III Trial (NAPLES III): Bivalirudin in High-risk Bleeding Patients,"Bleeding occurring during percutaneous coronary interventions (PCI has now emerged as one of      the most common complication of PCI and adversely affect in-hospital, short- and long-term      outcome.As bivalirudin proved its effectiveness in decreasing haemorrhagic events during PCI,      its administration may be advocated in subjects deemed at high risk of bleeding.Objective of      the present trial is to compare the safety and effectiveness of procedural use of bivalirudin      in comparison to unfractionated heparin (UFH) in patients undergoing PCI deemed at high risk      of procedural bleeding.",C0168273;C0019080;C4321237;C1550655;C4019010,C0019134;C1533734;C0886296;C4553491;C4553491;C0009566;C0168273;C0168273;C0442797;C0332167;C0018017;C0332167;C0019080;C0018787;C0019080;C0019080;C0150312;C3245511;C0001721;C0018792;C0019080,0,0,1,11,5.5,0.007921349,0.007117284,0,0
NCT03846973,Evaluation of the Safety and Efficacy of the Second Dose of Tranexamic Acid,"~     TXA is currently administered pre-hospital in Canada, Germany, United Kingdom and Israel .~     These studies demonstrated that TXA use did not result in any detectable complications or~     adverse events. It is considered an ideal pre-hospital treatment because: (a) patients with~     severe hemorrhage die early more often than patients without hemorrhage; (b) it seems that~     the earlier treatment is administered, the better; (c) it is stable and easily stored; and~     (d) it is easily administered by paramedics. Herein, the study aimed to evaluate the effect~     of administration of second dose of Tranexamic acid infusion in the hospital setting in~     comparison to not receiving the second dose on the outcomes of trauma patients with an~     evidence of significant hemorrhage.~      Recently, HGH ambulance service has included pre-hospital administration of TXA in trauma~     patients with significant hemorrhage. So, all eligible trauma patients will receive~     pre-hospital TXA (first dose) slowly over 10 minutes by the critical care paramedics as~     standard of care.~      Inclusion Criteria: All adult trauma male and female patients (=18 or <90 years) with~     evidence of significant hemorrhage (systolic blood pressure <90 mmHg or heart rate >110 beats~     per minutes, or both) or had Capillary Refill Time 3-4 seconds and received first dose of~     prehospital TXA will be included in the study.~      Exclusion criteria:~        1. Age > 90 or < 18 years of age~        2. Inability to obtain intravenous access (intraosseous access not sufficient)~        3. Documented cervical cord injury with motor deficit~        4. Known prisoner~        5. Known pregnancy~        6. Traumatic arrest with > 5 minutes CPR without return of vital signs~        7. Penetrating cranial injury~        8. Traumatic brain injury with brain matter exposed~        9. Isolated drowning or hanging victims~       10. Wearing an opt out bracelet. Patient data will include demographics, time since injury,~          type of injury (blunt or penetrating), Glasgow Coma Score(GCS), Injury severity score~          (ISS), systolic blood pressure, respiratory rate, central capillary refill time,~          estimated number of hours since injury, laboratory findings, blood transfusion, units of~          transfused blood, management, complications and outcome.~      The primary outcome will be death in hospital within 4 weeks of injury. Secondary outcomes~     will be morbidity (thromboembolic events, sepsis, Acute respiratory distress syndrome and~     organ failure), and number of blood transfusions (Massive transfusion protocol) and hospital~     length of stay.~   ",C0220825,C0852283;C0876926;C0231832;C0005823;C0005823;C0019080;C0019080;C0019080;C0019080;C0018810;C1301725;C0544691;C3714660;C3714660;C3714660;C0243026;C0006104;C0005767;C0005767;C0178784;C0005767;C0877248;C0009566;C0009566;C0518766;C0032961;C0002422;C0243095;C0019080;C3714660;C0040038;C2006266;C2006266;C3845829;C3845829;C1330542;C0376495;C0376495,0,0,-1,0,0,0.00250733,0.007100136,0,0
NCT00334204,Does An Abnormal PFA 100 Predict Bleeding After Renal Biopsy?,"The kidneys are highly vascular organs and any trauma or surgery poses risk of severe      bleeding. Platelet function is an integral part of the blood clotting during the initial,      so-called vascular phase. So far no universally accepted, easy test has been available to      measure platelet functions. Renal failure is a condition generally associated with bleeding      due to platelet dysfunctions. This study is exploring the utility of a novel platelet      function test, called Platelet Function Analyser-100 to predict bleed after percutaneous      kidney biopsy. Platelet Function Analyser-100 will be measure before kidney biopsy along with      routine blood tests. Subjects will undergo renal ultrasound before and after renal biopsy to      verify post-biopsy bleeding events.",C0194073;C0205161;C0019080,C0920267;C0920267;C0203408;C0302148;C0035078;C0194073;C0194073;C0194073;C0018941;C0012634;C0005847;C0019080;C0031843;C0005847;C0019080;C0031843;C0019080;C0022646;C0543467;C0178784;C3263723;C0205082;C0005558;C0947630;C0679622;C0019080;C0332219;C0392366;C0392366;C0679429;C0031843;C0032181;C4316796,0,112,0,3,3,0.008922352,0.007066575,0,0
NCT00735358,Comparison of Endoscopic Injection of Conventional and Double Doses Cyanoacrylate for Gastric Variceal Hemorrhage,The recent practice guideline recommends endoscopic injection of cyanoacrylate (GVO) is the      preferred method to treat acute gastric variceal bleeding. The rebleeding rate remains high      following GVO.We hypothesized that a double-dose of cyanoacrylate may obliterate the varices      more effectively and achieve better hemostasis.,C0014245;C0019080;C1533685;C0038351;C4684838;C0882214,C0936005;C0740166;C0021485;C0019080;C0038351;C0042345;C0025663;C0014245;C0019080;C0682193,0,0,1,7,7,0.007205379,0.007040619,0,0
NCT02344069,Pilot Randomized Trial of Fibrinogen in Trauma Haemorrhage,"Effect of immediate, pre-emptive fibrinogen concentrate in patients with trauma haemorrhage      needing haemostatic resuscitation - a randomized, controlled, double-blinded      investigator-initiated pilot trial",C0016006;C0043251;C0019080;C3897779,C0035273;C0019080;C0019120;C0016006;C1697779;C3263723;C1880310;C2911690;C0018792,0,0,0,4,4,0.00799819,0.006996083,0,0
NCT01520909,"Study of a New Medication for Childhood Chronic Immune Thrombocytopenia (ITP), a Blood Disorder of Low Platelet Counts That Can Lead to Bruising Easily, Bleeding Gums, and/or Bleeding Inside the Body.","The purpose of this study is to investigate the efficacy, safety and tolerability of      eltrombopag in children with previously treated chronic immune thrombocytopenia who are      between 1 and 17 years of age. This is a 2 part study. In part 1, patients will be randomized      to receive either eltrombopag or placebo for 13 weeks. All patients who complete part 1 will      enter part 2. In part 2, all patients will receive 24 weeks of eltrombopag.",C0272286;C0032181;C0018939;C0013227;C0009938;C0019080;C0019080;C1547296;C0947630;C0524167;C1551342;C0175308;C4321351;C0220644,C4684765;C0272286;C1831905;C1831905;C1831905;C0032042;C0947630;C0947630;C3843406;C3810851;C4283785;C0332155,591,28998,0,24,12,0.007037287,0.006889167,0,0
